amt,category,merchant,payment_method,distance_km,hour,is_international,cvv_matches,is_fraud
4390.04,misc_net,Walmart,Wire_Transfer,490.23,15,1,1,1
1445.45,shopping_net,Walmart,Digital_Wallet,25.26,2,0,0,1
360.07,travel,Steam,Credit_Card,1792.85,7,1,1,1
4130.39,misc_net,Unknown_Foreign_Store,Wire_Transfer,186.73,11,1,1,1
46.14,entertainment,Chevron,Credit_Card,29.79,12,0,1,0
57.36,gas_transport,Amazon,Debit_Card,9.01,12,0,1,0
1454.22,shopping_net,Unknown_Foreign_Store,Digital_Wallet,41.12,23,0,0,1
6323.23,misc_net,Unknown_Foreign_Store,Wire_Transfer,471.05,9,1,1,1
49.86,grocery_pos,Chevron,Debit_Card,13.27,19,0,1,0
70.07,grocery_pos,Chevron,Credit_Card,8.72,19,0,1,0
3397.92,misc_net,Unknown_Foreign_Store,Wire_Transfer,192.04,13,1,1,1
5445.73,misc_net,Chevron,Wire_Transfer,119.1,11,1,1,1
18.93,grocery_pos,Chevron,Credit_Card,5.85,18,0,1,0
75.32,travel,Amazon,Debit_Card,1.69,16,0,1,0
38.6,gas_transport,Chevron,Debit_Card,20.46,9,0,1,0
921.19,shopping_net,Steam,Digital_Wallet,26.39,1,0,0,1
4950.05,misc_net,Amazon,Wire_Transfer,468.23,13,1,0,1
13.74,entertainment,Chevron,Credit_Card,18.46,17,0,1,0
71.8,travel,Walmart,Credit_Card,6.77,9,0,1,0
47.22,grocery_pos,Amazon,Credit_Card,19.21,12,0,1,0
45.76,gas_transport,Starbucks,Credit_Card,5.59,21,0,1,0
46.01,grocery_pos,Walmart,Credit_Card,9.58,17,0,1,0
520.66,travel,Starbucks,Credit_Card,1099.48,18,1,1,1
256.0,travel,Walmart,Credit_Card,4373.56,10,1,0,1
66.84,gas_transport,Walmart,Credit_Card,9.86,10,0,1,0
1223.75,shopping_net,Walmart,Digital_Wallet,36.29,23,0,1,1
395.04,travel,Starbucks,Credit_Card,2444.46,21,1,1,1
80.37,grocery_pos,Starbucks,Credit_Card,5.8,16,0,1,0
61.75,shopping_net,Chevron,Debit_Card,28.95,12,0,1,0
5405.17,misc_net,Walmart,Wire_Transfer,111.28,15,1,1,1
1039.54,shopping_net,Chevron,Digital_Wallet,39.65,2,0,0,1
462.78,travel,Amazon,Credit_Card,1272.95,12,1,1,1
27.08,gas_transport,Walmart,Credit_Card,24.97,20,0,1,0
275.25,travel,Walmart,Credit_Card,4304.24,19,1,0,1
61.96,gas_transport,Amazon,Credit_Card,11.25,11,0,1,0
9.43,travel,Amazon,Credit_Card,5.98,14,0,1,0
579.64,travel,Unknown_Foreign_Store,Credit_Card,2329.86,4,1,1,1
24.86,grocery_pos,Chevron,Credit_Card,6.12,21,0,1,0
5854.59,misc_net,Amazon,Wire_Transfer,134.89,14,1,1,1
1092.41,shopping_net,Delta Air,Digital_Wallet,27.73,2,0,1,1
451.08,travel,Amazon,Credit_Card,2784.07,6,1,0,1
41.83,gas_transport,Walmart,Digital_Wallet,5.84,12,0,1,0
54.73,shopping_net,Starbucks,Debit_Card,12.43,10,0,1,0
483.9,travel,Starbucks,Credit_Card,3297.77,18,1,0,1
-21.23,entertainment,Chevron,Debit_Card,9.25,16,0,1,0
339.24,travel,Chevron,Credit_Card,2113.87,4,1,1,1
4770.44,misc_net,Amazon,Wire_Transfer,331.99,11,1,0,1
50.73,shopping_net,Walmart,Debit_Card,22.14,18,0,1,0
209.83,travel,Steam,Credit_Card,4406.44,18,1,0,1
22.59,grocery_pos,Walmart,Credit_Card,26.78,10,0,1,0
26.5,grocery_pos,Chevron,Debit_Card,6.64,21,0,1,0
319.02,travel,Steam,Credit_Card,1965.48,18,1,0,1
16.63,travel,Starbucks,Debit_Card,11.66,18,0,1,0
1150.65,shopping_net,Walmart,Digital_Wallet,39.14,1,0,1,1
1688.22,shopping_net,Chevron,Digital_Wallet,5.2,2,0,0,1
62.94,misc_net,Amazon,Debit_Card,14.05,8,0,1,0
-27.8,grocery_pos,Starbucks,Debit_Card,28.61,16,0,1,0
79.34,travel,Amazon,Credit_Card,3.38,10,0,1,0
3599.67,misc_net,Delta Air,Wire_Transfer,161.16,11,1,0,1
1441.44,shopping_net,Walmart,Digital_Wallet,26.67,1,0,1,1
64.26,grocery_pos,Chevron,Credit_Card,9.38,8,0,1,0
1344.88,shopping_net,Steam,Digital_Wallet,10.78,2,0,0,1
216.71,travel,Unknown_Foreign_Store,Credit_Card,3603.9,23,1,1,1
1189.75,shopping_net,Steam,Digital_Wallet,34.96,0,0,1,1
64.78,gas_transport,Amazon,Debit_Card,16.21,20,0,1,0
63.89,grocery_pos,Chevron,Credit_Card,17.51,19,0,1,0
1331.24,shopping_net,Walmart,Digital_Wallet,17.45,23,0,1,1
78.07,gas_transport,Amazon,Credit_Card,1.44,18,0,1,0
493.69,travel,Delta Air,Credit_Card,1800.29,18,1,0,1
334.28,travel,Steam,Credit_Card,4257.2,10,1,1,1
32.0,gas_transport,Starbucks,Credit_Card,21.08,19,0,1,0
4374.56,misc_net,Steam,Wire_Transfer,358.12,10,1,0,1
3010.97,misc_net,Chevron,Wire_Transfer,181.79,15,1,1,1
78.57,grocery_pos,Chevron,Credit_Card,23.05,21,0,1,0
42.0,grocery_pos,Chevron,Credit_Card,2.65,18,0,1,0
1354.79,shopping_net,Delta Air,Digital_Wallet,33.51,1,0,1,1
245.2,travel,Amazon,Credit_Card,3743.22,21,1,0,1
227.62,travel,Steam,Credit_Card,4350.91,7,1,1,1
28.59,travel,Chevron,Credit_Card,21.1,8,0,1,0
56.85,travel,Chevron,Debit_Card,5.54,9,0,1,0
1554.67,shopping_net,Unknown_Foreign_Store,Digital_Wallet,49.34,0,0,0,1
5387.78,misc_net,Steam,Wire_Transfer,401.28,10,1,1,1
1226.82,shopping_net,Walmart,Digital_Wallet,29.23,23,0,0,1
394.18,travel,Starbucks,Credit_Card,4669.16,11,1,1,1
967.73,shopping_net,Chevron,Digital_Wallet,40.33,23,0,1,1
37.18,gas_transport,Walmart,Debit_Card,26.76,16,0,1,0
272.26,travel,Steam,Credit_Card,589.46,0,1,1,1
30.22,gas_transport,Amazon,Credit_Card,7.84,18,0,1,0
3480.23,misc_net,Amazon,Wire_Transfer,161.87,13,1,1,1
95.25,grocery_pos,Starbucks,Credit_Card,2.03,8,0,1,0
4711.17,misc_net,Steam,Wire_Transfer,434.16,9,1,0,1
8.27,gas_transport,Amazon,Credit_Card,11.31,14,0,1,0
1465.81,shopping_net,Steam,Digital_Wallet,19.81,0,0,1,1
1.84,travel,Chevron,Debit_Card,3.43,16,0,1,0
63.74,gas_transport,Starbucks,Debit_Card,27.84,18,0,1,0
261.35,travel,Starbucks,Credit_Card,794.67,11,1,1,1
1251.66,shopping_net,Walmart,Digital_Wallet,15.48,0,0,1,1
1027.81,shopping_net,Chevron,Digital_Wallet,40.51,23,0,1,1
64.5,grocery_pos,Amazon,Debit_Card,27.55,19,0,1,0
75.79,entertainment,Chevron,Debit_Card,24.06,11,0,1,0
1007.45,shopping_net,Chevron,Digital_Wallet,14.64,0,0,1,1
70.7,misc_net,Chevron,Debit_Card,25.86,11,0,1,0
64.53,misc_net,Amazon,Credit_Card,12.83,12,0,1,0
4631.42,misc_net,Chevron,Wire_Transfer,475.94,15,1,1,1
51.15,grocery_pos,Walmart,Debit_Card,19.95,16,0,1,0
12.99,gas_transport,Walmart,Debit_Card,6.98,17,0,1,0
1488.41,shopping_net,Delta Air,Digital_Wallet,34.87,0,0,1,1
-28.83,gas_transport,Starbucks,Credit_Card,14.3,9,0,1,0
59.23,gas_transport,Chevron,Credit_Card,4.92,17,0,1,0
64.63,grocery_pos,Starbucks,Credit_Card,5.16,21,0,1,0
214.93,travel,Walmart,Credit_Card,952.9,21,1,1,1
60.08,travel,Walmart,Credit_Card,15.34,13,0,1,0
4633.26,misc_net,Unknown_Foreign_Store,Wire_Transfer,233.54,11,1,0,1
1285.95,shopping_net,Delta Air,Digital_Wallet,33.5,23,0,1,1
35.64,travel,Starbucks,Debit_Card,26.27,18,0,1,0
59.62,grocery_pos,Walmart,Credit_Card,18.68,19,0,1,0
441.61,travel,Amazon,Credit_Card,1963.16,4,1,0,1
26.8,grocery_pos,Chevron,Digital_Wallet,2.04,19,0,1,0
74.76,gas_transport,Amazon,Credit_Card,7.95,20,0,1,0
364.6,travel,Chevron,Credit_Card,2813.85,4,1,0,1
37.38,gas_transport,Amazon,Debit_Card,5.67,16,0,1,0
936.84,shopping_net,Walmart,Digital_Wallet,12.84,23,0,1,1
897.53,shopping_net,Delta Air,Digital_Wallet,31.38,2,0,0,1
519.31,travel,Walmart,Credit_Card,2844.86,13,1,1,1
1560.55,shopping_net,Unknown_Foreign_Store,Digital_Wallet,42.27,0,0,1,1
3432.47,misc_net,Chevron,Wire_Transfer,353.08,12,1,0,1
6642.42,misc_net,Chevron,Wire_Transfer,175.67,11,1,0,1
11.3,entertainment,Chevron,Debit_Card,26.68,13,0,1,0
4175.41,misc_net,Chevron,Wire_Transfer,286.45,9,1,1,1
1137.14,shopping_net,Delta Air,Digital_Wallet,38.19,0,0,1,1
7429.76,misc_net,Amazon,Wire_Transfer,380.05,16,1,0,1
4536.87,misc_net,Steam,Wire_Transfer,457.79,15,1,1,1
60.82,grocery_pos,Starbucks,Credit_Card,1.39,10,0,1,0
1104.27,shopping_net,Unknown_Foreign_Store,Digital_Wallet,26.52,0,0,0,1
47.27,grocery_pos,Amazon,Credit_Card,29.43,20,0,1,0
49.67,grocery_pos,Chevron,Credit_Card,24.59,17,0,1,0
25.62,gas_transport,Chevron,Credit_Card,29.51,13,0,1,0
1191.35,shopping_net,Starbucks,Digital_Wallet,17.06,2,0,0,1
4732.09,misc_net,Chevron,Wire_Transfer,179.62,10,1,0,1
26.56,grocery_pos,Amazon,Digital_Wallet,29.59,13,0,1,0
452.57,travel,Starbucks,Credit_Card,2840.94,1,1,0,1
1456.13,shopping_net,Unknown_Foreign_Store,Digital_Wallet,37.66,1,0,1,1
4062.26,misc_net,Amazon,Wire_Transfer,390.63,10,1,1,1
1126.07,shopping_net,Chevron,Digital_Wallet,17.64,1,0,0,1
4346.52,misc_net,Starbucks,Wire_Transfer,175.57,12,1,0,1
214.63,travel,Walmart,Credit_Card,4236.28,11,1,0,1
85.37,grocery_pos,Chevron,Credit_Card,26.61,10,0,1,0
77.52,misc_net,Chevron,Debit_Card,25.03,21,0,1,0
44.99,entertainment,Walmart,Credit_Card,3.04,8,0,1,0
1007.41,shopping_net,Delta Air,Digital_Wallet,24.8,2,0,1,1
67.98,shopping_net,Chevron,Digital_Wallet,13.21,15,0,1,0
49.3,misc_net,Amazon,Debit_Card,17.2,19,0,1,0
81.11,grocery_pos,Amazon,Credit_Card,13.3,20,0,1,0
30.88,gas_transport,Starbucks,Debit_Card,10.18,14,0,1,0
52.2,entertainment,Amazon,Credit_Card,28.22,17,0,1,0
83.93,gas_transport,Starbucks,Debit_Card,8.87,17,0,1,0
81.91,grocery_pos,Starbucks,Debit_Card,19.37,11,0,1,0
48.32,grocery_pos,Walmart,Debit_Card,13.59,19,0,1,0
51.8,gas_transport,Starbucks,Debit_Card,4.65,12,0,1,0
1634.92,shopping_net,Starbucks,Digital_Wallet,16.75,23,0,1,1
56.65,shopping_net,Walmart,Credit_Card,29.76,21,0,1,0
58.17,grocery_pos,Walmart,Credit_Card,11.38,14,0,1,0
1269.29,shopping_net,Unknown_Foreign_Store,Digital_Wallet,8.56,0,0,1,1
74.47,travel,Starbucks,Credit_Card,4022.31,4,1,1,1
23.33,misc_net,Chevron,Credit_Card,10.49,21,0,1,0
13.08,grocery_pos,Chevron,Debit_Card,12.71,15,0,1,0
603.55,shopping_net,Steam,Digital_Wallet,5.06,2,0,0,1
388.82,travel,Delta Air,Credit_Card,2666.77,12,1,1,1
328.58,travel,Starbucks,Credit_Card,3871.97,23,1,1,1
4461.02,misc_net,Delta Air,Wire_Transfer,440.95,13,1,1,1
10.78,grocery_pos,Starbucks,Debit_Card,24.79,13,0,1,0
6025.01,misc_net,Starbucks,Wire_Transfer,195.61,9,1,1,1
33.06,grocery_pos,Chevron,Credit_Card,24.01,20,0,1,0
61.89,entertainment,Starbucks,Digital_Wallet,5.38,18,0,1,0
63.8,grocery_pos,Chevron,Credit_Card,18.2,8,0,1,0
57.59,grocery_pos,Walmart,Debit_Card,25.51,9,0,1,0
4239.72,misc_net,Delta Air,Wire_Transfer,402.24,16,1,0,1
61.74,grocery_pos,Starbucks,Credit_Card,19.72,15,0,1,0
681.33,travel,Delta Air,Credit_Card,2392.47,6,1,1,1
627.45,travel,Chevron,Credit_Card,4571.27,23,1,0,1
210.25,travel,Walmart,Credit_Card,2534.85,1,1,0,1
12.11,grocery_pos,Walmart,Credit_Card,13.6,11,0,1,0
38.56,gas_transport,Amazon,Debit_Card,28.39,20,0,1,0
5314.58,misc_net,Amazon,Wire_Transfer,390.08,10,1,0,1
1342.4,shopping_net,Starbucks,Digital_Wallet,44.26,0,0,0,1
58.45,gas_transport,Starbucks,Credit_Card,23.17,8,0,1,0
666.37,shopping_net,Amazon,Digital_Wallet,41.66,0,0,1,1
222.58,travel,Unknown_Foreign_Store,Credit_Card,3509.62,19,1,0,1
1477.64,shopping_net,Chevron,Digital_Wallet,11.66,23,0,1,1
206.23,travel,Delta Air,Credit_Card,1209.36,11,1,1,1
60.44,grocery_pos,Chevron,Debit_Card,20.24,21,0,1,0
442.16,travel,Delta Air,Credit_Card,4667.6,7,1,0,1
9.99,gas_transport,Chevron,Credit_Card,22.95,13,0,1,0
63.18,shopping_net,Walmart,Credit_Card,9.89,20,0,1,0
54.21,grocery_pos,Walmart,Debit_Card,3.67,8,0,1,0
84.9,gas_transport,Starbucks,Credit_Card,13.79,21,0,1,0
42.92,gas_transport,Chevron,Credit_Card,7.65,17,0,1,0
1272.0,shopping_net,Delta Air,Digital_Wallet,15.2,2,0,0,1
43.19,shopping_net,Amazon,Debit_Card,24.01,9,0,1,0
1400.54,shopping_net,Amazon,Digital_Wallet,44.46,23,0,1,1
5968.5,misc_net,Delta Air,Wire_Transfer,222.04,9,1,1,1
18.04,grocery_pos,Starbucks,Debit_Card,28.09,8,0,1,0
1560.42,shopping_net,Amazon,Digital_Wallet,19.22,23,0,1,1
489.41,travel,Walmart,Credit_Card,2168.16,3,1,1,1
1279.96,shopping_net,Steam,Digital_Wallet,28.5,2,0,1,1
953.87,shopping_net,Amazon,Digital_Wallet,12.89,23,0,0,1
3753.93,misc_net,Steam,Wire_Transfer,462.04,12,1,1,1
5.29,grocery_pos,Walmart,Credit_Card,15.36,8,0,1,0
418.66,travel,Walmart,Credit_Card,1419.2,21,1,1,1
54.27,grocery_pos,Amazon,Debit_Card,7.67,12,0,1,0
16.87,entertainment,Amazon,Debit_Card,13.24,11,0,1,0
94.65,grocery_pos,Starbucks,Digital_Wallet,18.37,8,0,1,0
1581.16,shopping_net,Walmart,Digital_Wallet,30.63,1,0,1,1
4143.89,misc_net,Chevron,Wire_Transfer,458.06,9,1,1,1
10.06,grocery_pos,Chevron,Credit_Card,8.9,18,0,1,0
6244.55,misc_net,Amazon,Wire_Transfer,321.32,9,1,1,1
41.94,grocery_pos,Starbucks,Credit_Card,25.41,14,0,1,0
5517.0,misc_net,Starbucks,Wire_Transfer,365.59,13,1,0,1
38.93,grocery_pos,Walmart,Credit_Card,28.64,15,0,1,0
1151.7,shopping_net,Chevron,Digital_Wallet,19.0,0,0,1,1
45.03,gas_transport,Starbucks,Digital_Wallet,2.56,13,0,1,0
279.28,travel,Unknown_Foreign_Store,Credit_Card,1694.91,20,1,1,1
59.17,gas_transport,Starbucks,Credit_Card,3.28,15,0,1,0
22.9,grocery_pos,Walmart,Debit_Card,1.44,18,0,1,0
6.94,entertainment,Chevron,Credit_Card,17.08,9,0,1,0
41.34,shopping_net,Chevron,Credit_Card,1.66,13,0,1,0
431.62,travel,Starbucks,Credit_Card,1271.79,2,1,1,1
1942.59,shopping_net,Amazon,Digital_Wallet,28.43,2,0,0,1
78.36,entertainment,Walmart,Credit_Card,2.41,10,0,1,0
22.46,entertainment,Chevron,Credit_Card,5.7,13,0,1,0
15.16,entertainment,Walmart,Credit_Card,7.18,10,0,1,0
4366.21,misc_net,Steam,Wire_Transfer,343.78,11,1,0,1
6303.99,misc_net,Steam,Wire_Transfer,208.86,10,1,0,1
6038.65,misc_net,Amazon,Wire_Transfer,418.88,10,1,1,1
46.02,gas_transport,Walmart,Credit_Card,10.48,15,0,1,0
199.75,travel,Unknown_Foreign_Store,Credit_Card,3046.5,12,1,1,1
1221.71,shopping_net,Chevron,Digital_Wallet,44.44,23,0,1,1
27.61,grocery_pos,Walmart,Credit_Card,19.07,18,0,1,0
6083.26,misc_net,Walmart,Wire_Transfer,149.6,14,1,1,1
65.29,gas_transport,Amazon,Credit_Card,29.39,21,0,1,0
17.44,gas_transport,Walmart,Credit_Card,10.19,18,0,1,0
25.02,misc_net,Chevron,Digital_Wallet,24.1,16,0,1,0
116.27,grocery_pos,Amazon,Credit_Card,2.72,20,0,1,0
59.43,misc_net,Starbucks,Digital_Wallet,21.1,9,0,1,0
3679.94,misc_net,Walmart,Wire_Transfer,340.6,14,1,1,1
53.06,grocery_pos,Starbucks,Credit_Card,4.85,11,0,1,0
445.06,travel,Delta Air,Credit_Card,894.08,14,1,1,1
595.16,travel,Walmart,Credit_Card,1905.79,5,1,1,1
4490.43,misc_net,Steam,Wire_Transfer,380.95,9,1,1,1
44.2,shopping_net,Chevron,Debit_Card,2.85,15,0,1,0
62.7,grocery_pos,Amazon,Credit_Card,1.48,14,0,1,0
66.61,gas_transport,Starbucks,Credit_Card,29.99,9,0,1,0
75.27,entertainment,Chevron,Debit_Card,9.27,14,0,1,0
3612.3,misc_net,Delta Air,Wire_Transfer,466.34,12,1,0,1
59.68,gas_transport,Starbucks,Credit_Card,16.09,20,0,1,0
4982.46,misc_net,Starbucks,Wire_Transfer,425.34,11,1,0,1
20.98,shopping_net,Starbucks,Credit_Card,19.31,18,0,1,0
4055.04,misc_net,Unknown_Foreign_Store,Wire_Transfer,299.01,9,1,1,1
25.63,travel,Chevron,Credit_Card,8.99,17,0,1,0
255.48,travel,Chevron,Credit_Card,3906.76,15,1,1,1
5312.48,misc_net,Chevron,Wire_Transfer,171.32,16,1,1,1
90.19,grocery_pos,Amazon,Credit_Card,21.32,19,0,1,0
897.67,shopping_net,Chevron,Digital_Wallet,13.58,23,0,1,1
6694.18,misc_net,Walmart,Wire_Transfer,456.35,9,1,1,1
18.4,travel,Walmart,Debit_Card,2.41,17,0,1,0
61.68,grocery_pos,Amazon,Digital_Wallet,13.12,8,0,1,0
1213.09,shopping_net,Unknown_Foreign_Store,Digital_Wallet,8.05,2,0,1,1
-6.53,shopping_net,Chevron,Debit_Card,7.63,17,0,1,0
1592.48,shopping_net,Delta Air,Digital_Wallet,39.24,0,0,1,1
529.32,travel,Amazon,Credit_Card,2126.7,22,1,1,1
70.93,entertainment,Walmart,Credit_Card,29.11,18,0,1,0
34.4,shopping_net,Amazon,Credit_Card,15.5,13,0,1,0
53.55,grocery_pos,Starbucks,Debit_Card,11.7,11,0,1,0
3637.32,misc_net,Unknown_Foreign_Store,Wire_Transfer,234.73,12,1,1,1
588.14,travel,Starbucks,Credit_Card,647.88,13,1,0,1
57.4,gas_transport,Amazon,Credit_Card,21.45,11,0,1,0
68.61,grocery_pos,Chevron,Credit_Card,4.8,13,0,1,0
64.95,gas_transport,Walmart,Credit_Card,13.73,11,0,1,0
51.28,entertainment,Chevron,Digital_Wallet,24.12,20,0,1,0
4227.29,misc_net,Chevron,Wire_Transfer,222.11,14,1,0,1
1227.03,shopping_net,Amazon,Digital_Wallet,37.66,2,0,1,1
38.13,misc_net,Chevron,Credit_Card,19.65,14,0,1,0
13.77,gas_transport,Chevron,Digital_Wallet,5.63,17,0,1,0
359.16,travel,Steam,Credit_Card,3073.96,13,1,1,1
96.58,grocery_pos,Amazon,Debit_Card,26.11,20,0,1,0
1323.39,shopping_net,Starbucks,Digital_Wallet,20.6,2,0,1,1
4470.46,misc_net,Amazon,Wire_Transfer,131.11,11,1,1,1
43.46,grocery_pos,Amazon,Debit_Card,25.59,16,0,1,0
555.64,travel,Steam,Credit_Card,1272.36,23,1,1,1
75.16,shopping_net,Starbucks,Debit_Card,18.77,20,0,1,0
72.96,gas_transport,Amazon,Credit_Card,28.5,20,0,1,0
50.36,gas_transport,Chevron,Digital_Wallet,12.32,10,0,1,0
4597.33,misc_net,Unknown_Foreign_Store,Wire_Transfer,104.5,12,1,0,1
1163.24,shopping_net,Walmart,Digital_Wallet,15.43,1,0,1,1
66.41,gas_transport,Starbucks,Credit_Card,26.05,8,0,1,0
36.92,misc_net,Chevron,Debit_Card,24.84,18,0,1,0
315.71,travel,Amazon,Credit_Card,1167.7,9,1,0,1
43.32,entertainment,Chevron,Credit_Card,15.45,8,0,1,0
990.0,shopping_net,Starbucks,Digital_Wallet,40.31,23,0,1,1
5087.7,misc_net,Walmart,Wire_Transfer,420.46,16,1,0,1
1658.22,shopping_net,Walmart,Digital_Wallet,40.18,2,0,0,1
579.44,travel,Chevron,Credit_Card,1106.57,14,1,1,1
84.87,entertainment,Chevron,Credit_Card,5.38,15,0,1,0
5011.16,misc_net,Unknown_Foreign_Store,Wire_Transfer,123.97,12,1,0,1
4503.69,misc_net,Walmart,Wire_Transfer,141.42,14,1,0,1
29.46,grocery_pos,Amazon,Credit_Card,6.73,8,0,1,0
357.97,travel,Starbucks,Credit_Card,3846.91,10,1,0,1
367.0,travel,Starbucks,Credit_Card,4956.61,0,1,1,1
47.06,travel,Starbucks,Credit_Card,0.78,20,0,1,0
833.01,shopping_net,Starbucks,Digital_Wallet,11.09,23,0,0,1
460.69,travel,Unknown_Foreign_Store,Credit_Card,4517.37,0,1,1,1
38.4,entertainment,Amazon,Credit_Card,17.33,21,0,1,0
41.2,misc_net,Walmart,Credit_Card,17.94,16,0,1,0
1315.89,shopping_net,Starbucks,Digital_Wallet,29.0,0,0,1,1
522.76,travel,Steam,Credit_Card,2001.99,3,1,0,1
44.79,grocery_pos,Chevron,Debit_Card,13.9,18,0,1,0
46.26,entertainment,Chevron,Credit_Card,20.18,12,0,1,0
62.15,grocery_pos,Walmart,Credit_Card,12.66,11,0,1,0
29.59,travel,Amazon,Credit_Card,2.34,11,0,1,0
1307.54,shopping_net,Chevron,Digital_Wallet,35.18,1,0,1,1
64.9,misc_net,Starbucks,Digital_Wallet,12.59,15,0,1,0
86.17,gas_transport,Starbucks,Credit_Card,2.14,12,0,1,0
6.06,shopping_net,Amazon,Credit_Card,23.8,14,0,1,0
-16.37,entertainment,Starbucks,Debit_Card,14.74,10,0,1,0
5483.33,misc_net,Delta Air,Wire_Transfer,118.9,15,1,0,1
483.95,travel,Amazon,Credit_Card,1733.09,16,1,0,1
5774.38,misc_net,Steam,Wire_Transfer,158.07,12,1,1,1
1457.07,shopping_net,Walmart,Digital_Wallet,24.25,1,0,0,1
6212.98,misc_net,Amazon,Wire_Transfer,480.26,12,1,1,1
-10.46,grocery_pos,Amazon,Credit_Card,19.84,8,0,1,0
70.23,gas_transport,Chevron,Debit_Card,8.93,16,0,1,0
764.87,shopping_net,Walmart,Digital_Wallet,22.88,23,0,1,1
408.98,travel,Unknown_Foreign_Store,Credit_Card,2170.52,4,1,0,1
4008.05,misc_net,Walmart,Wire_Transfer,453.27,14,1,0,1
3971.39,misc_net,Chevron,Wire_Transfer,432.79,11,1,1,1
52.73,grocery_pos,Chevron,Debit_Card,27.01,12,0,1,0
566.57,travel,Unknown_Foreign_Store,Credit_Card,4834.33,14,1,1,1
28.22,misc_net,Chevron,Credit_Card,6.16,11,0,1,0
6850.78,misc_net,Steam,Wire_Transfer,180.3,9,1,1,1
30.48,grocery_pos,Amazon,Debit_Card,21.28,17,0,1,0
28.95,gas_transport,Chevron,Debit_Card,17.31,13,0,1,0
68.82,grocery_pos,Starbucks,Credit_Card,7.41,19,0,1,0
46.85,grocery_pos,Chevron,Credit_Card,24.5,9,0,1,0
81.26,entertainment,Chevron,Credit_Card,6.35,12,0,1,0
46.65,grocery_pos,Chevron,Credit_Card,12.24,18,0,1,0
19.71,gas_transport,Walmart,Credit_Card,25.13,20,0,1,0
4492.31,misc_net,Chevron,Wire_Transfer,471.51,14,1,1,1
3251.97,misc_net,Walmart,Wire_Transfer,353.34,11,1,0,1
4692.64,misc_net,Amazon,Wire_Transfer,454.23,11,1,0,1
55.88,grocery_pos,Amazon,Credit_Card,24.67,14,0,1,0
835.12,shopping_net,Unknown_Foreign_Store,Digital_Wallet,29.41,1,0,1,1
79.23,grocery_pos,Amazon,Credit_Card,13.03,19,0,1,0
26.1,grocery_pos,Starbucks,Credit_Card,23.37,20,0,1,0
5642.11,misc_net,Chevron,Wire_Transfer,203.95,11,1,1,1
5101.42,misc_net,Steam,Wire_Transfer,216.12,13,1,0,1
57.25,grocery_pos,Walmart,Credit_Card,27.09,9,0,1,0
28.06,grocery_pos,Starbucks,Credit_Card,22.26,21,0,1,0
88.22,travel,Amazon,Credit_Card,2717.71,21,1,0,1
1004.74,shopping_net,Amazon,Digital_Wallet,14.29,2,0,0,1
40.4,travel,Starbucks,Digital_Wallet,2.0,13,0,1,0
500.07,travel,Chevron,Credit_Card,3680.12,12,1,0,1
1900.97,shopping_net,Amazon,Digital_Wallet,34.32,23,0,1,1
5434.89,misc_net,Unknown_Foreign_Store,Wire_Transfer,384.72,16,1,1,1
4107.54,misc_net,Delta Air,Wire_Transfer,349.55,12,1,0,1
325.03,travel,Starbucks,Credit_Card,4764.46,20,1,0,1
5249.21,misc_net,Chevron,Wire_Transfer,350.06,13,1,1,1
1111.02,shopping_net,Unknown_Foreign_Store,Digital_Wallet,44.21,0,0,1,1
516.82,travel,Starbucks,Credit_Card,2184.41,5,1,1,1
38.11,travel,Chevron,Credit_Card,8.08,8,0,1,0
27.45,travel,Walmart,Credit_Card,27.08,16,0,1,0
62.01,entertainment,Starbucks,Credit_Card,14.97,9,0,1,0
-8.78,grocery_pos,Starbucks,Debit_Card,20.21,17,0,1,0
46.45,travel,Amazon,Credit_Card,16.96,15,0,1,0
80.4,misc_net,Starbucks,Debit_Card,0.82,12,0,1,0
1118.5,shopping_net,Chevron,Digital_Wallet,13.79,0,0,1,1
15.27,grocery_pos,Amazon,Credit_Card,1.37,11,0,1,0
27.07,travel,Starbucks,Debit_Card,1.89,21,0,1,0
66.47,grocery_pos,Amazon,Credit_Card,20.86,15,0,1,0
1334.01,shopping_net,Amazon,Digital_Wallet,19.39,0,0,1,1
23.04,grocery_pos,Chevron,Credit_Card,7.1,18,0,1,0
3508.28,misc_net,Steam,Wire_Transfer,432.33,9,1,1,1
44.71,grocery_pos,Walmart,Credit_Card,0.96,15,0,1,0
1.96,grocery_pos,Amazon,Debit_Card,15.95,17,0,1,0
4832.37,misc_net,Walmart,Wire_Transfer,378.2,16,1,0,1
49.03,shopping_net,Walmart,Digital_Wallet,4.89,10,0,1,0
70.27,entertainment,Starbucks,Digital_Wallet,1.12,15,0,1,0
358.34,travel,Chevron,Credit_Card,4221.02,17,1,0,1
80.5,gas_transport,Amazon,Credit_Card,25.33,21,0,1,0
38.14,travel,Amazon,Digital_Wallet,2.53,19,0,1,0
18.42,grocery_pos,Starbucks,Credit_Card,10.97,9,0,1,0
71.18,grocery_pos,Amazon,Debit_Card,4.36,20,0,1,0
78.8,gas_transport,Starbucks,Credit_Card,5.22,12,0,1,0
10.38,gas_transport,Chevron,Debit_Card,16.83,19,0,1,0
284.47,travel,Walmart,Credit_Card,1495.71,16,1,0,1
4211.78,misc_net,Delta Air,Wire_Transfer,484.63,15,1,1,1
2550.41,misc_net,Starbucks,Wire_Transfer,368.4,16,1,0,1
